Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,99.25,129.96,0,50.02,0,0
empty_tensor,,,18.21,18.21,0,0,0,0
aclnnAdd,,,12.5,12.5,50.02,50.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.36,21.54,0,0,0,0
empty_tensor,,,10.18,10.18,0,0,0,0
triton_kernel_add,,,16.37,16.37,1.68,1.68,0,0
aten::add,"1024;
1024;
",,83.05,106.6,0,43.62,0,0
empty_tensor,,,11.25,11.25,0,0,0,0
aclnnAdd,,,12.3,12.3,43.62,43.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.34,18.39,0,0,0,0
empty_tensor,,,10.05,10.05,0,0,0,0
triton_kernel_add,,,22.24,22.24,1.64,1.64,0,0
aten::add,"1024;
1024;
",,82.95,106.82,0,49.7,0,0
empty_tensor,,,10.67,10.67,0,0,0,0
aclnnAdd,,,13.2,13.2,49.7,49.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.85,18.27,0,0,0,0
empty_tensor,,,10.42,10.42,0,0,0,0
triton_kernel_add,,,15.04,15.04,1.66,1.66,0,0
aten::add,"1024;
1024;
",,101.79,123.6,0,35.38,0,0
empty_tensor,,,11.47,11.47,0,0,0,0
aclnnAdd,,,10.34,10.34,35.38,35.38,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.76,23.49,0,0,0,0
empty_tensor,,,10.73,10.73,0,0,0,0
triton_kernel_add,,,14.69,14.69,1.64,1.64,0,0
aten::add,"1024;
1024;
",,82.28,106.34,0,30.92,0,0
empty_tensor,,,11.62,11.62,0,0,0,0
aclnnAdd,,,12.44,12.44,30.92,30.92,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.59,16.53,0,0,0,0
empty_tensor,,,8.94,8.94,0,0,0,0
triton_kernel_add,,,14.52,14.52,1.86,1.86,0,0
aten::add,"1024;
1024;
",,83.42,107.02,0,37.54,0,0
empty_tensor,,,11.2,11.2,0,0,0,0
aclnnAdd,,,12.4,12.4,37.54,37.54,0,0
aten::empty_like,"1024;
;
;
;
;
",,13.41,23.4,0,0,0,0
empty_tensor,,,9.99,9.99,0,0,0,0
triton_kernel_add,,,27.02,27.02,1.68,1.68,0,0
aten::add,"1024;
1024;
",,82.5,105.41,0,36.36,0,0
empty_tensor,,,11.45,11.45,0,0,0,0
aclnnAdd,,,11.46,11.46,36.36,36.36,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.92,17.39,0,0,0,0
empty_tensor,,,9.47,9.47,0,0,0,0
triton_kernel_add,,,15.03,15.03,1.82,1.82,0,0
aten::add,"1024;
1024;
",,81.86,104.88,0,34.32,0,0
empty_tensor,,,11.17,11.17,0,0,0,0
aclnnAdd,,,11.85,11.85,34.32,34.32,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.72,17.09,0,0,0,0
empty_tensor,,,9.37,9.37,0,0,0,0
triton_kernel_add,,,15.37,15.37,1.68,1.68,0,0
aten::add,"1024;
1024;
",,83.0,106.29,0,38.38,0,0
empty_tensor,,,11.22,11.22,0,0,0,0
aclnnAdd,,,12.07,12.07,38.38,38.38,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.54,17.31,0,0,0,0
empty_tensor,,,9.77,9.77,0,0,0,0
triton_kernel_add,,,14.52,14.52,1.7,1.7,0,0
aten::add,"1024;
1024;
",,80.94,110.8,0,32.28,0,0
empty_tensor,,,11.18,11.18,0,0,0,0
aclnnAdd,,,18.68,18.68,32.28,32.28,0,0
