Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,32.28,57.16,0,1.92,0,0
empty_tensor,,,13.41,13.41,0,0,0,0
aclnnAdd,,,11.47,11.47,1.92,1.92,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.39,14.53,0,0,0,0
empty_tensor,,,7.14,7.14,0,0,0,0
triton_kernel_add,,,15.01,15.01,1.48,1.48,0,0
aten::add,"1024;
1024;
",,23.68,46.39,0,1.96,0,0
empty_tensor,,,11.91,11.91,0,0,0,0
aclnnAdd,,,10.8,10.8,1.96,1.96,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.47,14.43,0,0,0,0
empty_tensor,,,6.96,6.96,0,0,0,0
triton_kernel_add,,,13.84,13.84,1.56,1.56,0,0
aten::add,"1024;
1024;
",,23.81,48.03,0,2.04,0,0
empty_tensor,,,11.05,11.05,0,0,0,0
aclnnAdd,,,13.17,13.17,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.42,14.11,0,0,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
triton_kernel_add,,,17.74,17.74,1.56,1.56,0,0
aten::add,"1024;
1024;
",,22.97,44.53,0,2.04,0,0
empty_tensor,,,10.94,10.94,0,0,0,0
aclnnAdd,,,10.62,10.62,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.79,14.01,0,0,0,0
empty_tensor,,,7.22,7.22,0,0,0,0
triton_kernel_add,,,14.25,14.25,1.5,1.5,0,0
aten::add,"1024;
1024;
",,22.07,43.35,0,2.04,0,0
empty_tensor,,,10.64,10.64,0,0,0,0
aclnnAdd,,,10.64,10.64,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.12,14.04,0,0,0,0
empty_tensor,,,6.92,6.92,0,0,0,0
triton_kernel_add,,,14.09,14.09,1.5,1.5,0,0
aten::add,"1024;
1024;
",,22.31,43.79,0,1.82,0,0
empty_tensor,,,11.14,11.14,0,0,0,0
aclnnAdd,,,10.34,10.34,1.82,1.82,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.79,13.87,0,0,0,0
empty_tensor,,,7.08,7.08,0,0,0,0
triton_kernel_add,,,14.04,14.04,1.42,1.42,0,0
aten::add,"1024;
1024;
",,22.87,44.03,0,2.08,0,0
empty_tensor,,,10.71,10.71,0,0,0,0
aclnnAdd,,,10.45,10.45,2.08,2.08,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.5,12.96,0,0,0,0
empty_tensor,,,6.46,6.46,0,0,0,0
triton_kernel_add,,,17.88,17.88,1.56,1.56,0,0
aten::add,"1024;
1024;
",,22.81,44.02,0,1.68,0,0
empty_tensor,,,10.63,10.63,0,0,0,0
aclnnAdd,,,10.58,10.58,1.68,1.68,0,0
