Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::__or__,"1024;
1024",,8.36,68.56,0,2.04,0,0
aten::bitwise_or,"1024;
1024",,28.56,60.2,0,2.04,0,0
empty_tensor,,,14.35,14.35,0,0,0,0
aclnnBitwiseOrTensor,,,17.29,17.29,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.91,15.19,0,0,0,0
empty_tensor,,,7.28,7.28,0,0,0,0
triton_kernel_or,,,16.68,16.68,1.36,1.36,0,0
aten::__or__,"1024;
1024",,5.15,53.0,0,2.1,0,0
aten::bitwise_or,"1024;
1024",,24.71,47.85,0,2.1,0,0
empty_tensor,,,11.95,11.95,0,0,0,0
aclnnBitwiseOrTensor,,,11.19,11.19,2.1,2.1,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.41,13.46,0,0,0,0
empty_tensor,,,6.05,6.05,0,0,0,0
triton_kernel_or,,,22.51,22.51,1.38,1.38,0,0
aten::__or__,"1024;
1024",,4.61,51.07,0,2.04,0,0
aten::bitwise_or,"1024;
1024",,23.84,46.46,0,2.04,0,0
empty_tensor,,,11.22,11.22,0,0,0,0
aclnnBitwiseOrTensor,,,11.4,11.4,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.97,13.02,0,0,0,0
empty_tensor,,,6.05,6.05,0,0,0,0
triton_kernel_or,,,14.45,14.45,1.52,1.52,0,0
aten::__or__,"1024;
1024",,4.33,51.28,0,1.84,0,0
aten::bitwise_or,"1024;
1024",,23.41,46.95,0,1.84,0,0
empty_tensor,,,11.4,11.4,0,0,0,0
aclnnBitwiseOrTensor,,,12.14,12.14,1.84,1.84,0,0
aten::empty_like,"1024;
;
;
;
;
",,13.18,20.03,0,0,0,0
empty_tensor,,,6.85,6.85,0,0,0,0
triton_kernel_or,,,15.55,15.55,1.38,1.38,0,0
aten::__or__,"1024;
1024",,4.34,55.49,0,2.06,0,0
