Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,35.39,64.83,0,2.66,0,0
empty_tensor,,,14.56,14.56,0,0,0,0
aclnnAdd,,,14.88,14.88,2.66,2.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.06,16.35,0,0,0,0
empty_tensor,,,8.29,8.29,0,0,0,0
triton_kernel_add,,,26.26,26.26,2.48,2.48,0,0
aten::add,"1024;
1024;
",,26.8,50.52,0,2.6,0,0
empty_tensor,,,12.38,12.38,0,0,0,0
aclnnAdd,,,11.34,11.34,2.6,2.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.43,14.12,0,0,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
triton_kernel_add,,,20.22,20.22,2.52,2.52,0,0
aten::add,"1024;
1024;
",,26.22,49.51,0,2.6,0,0
empty_tensor,,,11.12,11.12,0,0,0,0
aclnnAdd,,,12.17,12.17,2.6,2.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.94,15.69,0,0,0,0
empty_tensor,,,7.75,7.75,0,0,0,0
triton_kernel_add,,,15.53,15.53,2.48,2.48,0,0
aten::add,"1024;
1024;
",,25.5,49.35,0,2.58,0,0
empty_tensor,,,12.14,12.14,0,0,0,0
aclnnAdd,,,11.71,11.71,2.58,2.58,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.31,14.18,0,0,0,0
empty_tensor,,,6.87,6.87,0,0,0,0
triton_kernel_add,,,15.81,15.81,2.72,2.72,0,0
aten::add,"1024;
1024;
",,26.17,50.4,0,2.64,0,0
empty_tensor,,,12.15,12.15,0,0,0,0
aclnnAdd,,,12.08,12.08,2.64,2.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.01,14.08,0,0,0,0
empty_tensor,,,7.07,7.07,0,0,0,0
triton_kernel_add,,,17.88,17.88,2.56,2.56,0,0
aten::add,"1024;
1024;
",,26.07,49.25,0,2.04,0,0
empty_tensor,,,11.43,11.43,0,0,0,0
aclnnAdd,,,11.75,11.75,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.51,14.63,0,0,0,0
empty_tensor,,,7.12,7.12,0,0,0,0
triton_kernel_add,,,16.45,16.45,1.38,1.38,0,0
aten::add,"1024;
1024;
",,25.85,49.1,0,2.4,0,0
empty_tensor,,,11.86,11.86,0,0,0,0
aclnnAdd,,,11.39,11.39,2.4,2.4,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.01,14.37,0,0,0,0
empty_tensor,,,7.36,7.36,0,0,0,0
triton_kernel_add,,,14.9,14.9,1.46,1.46,0,0
aten::add,"1024;
1024;
",,26.12,50.17,0,1.6,0,0
empty_tensor,,,11.76,11.76,0,0,0,0
aclnnAdd,,,12.29,12.29,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.19,13.49,0,0,0,0
empty_tensor,,,6.3,6.3,0,0,0,0
triton_kernel_add,,,15.58,15.58,1.36,1.36,0,0
aten::add,"1024;
1024;
",,26.9,50.02,0,1.58,0,0
empty_tensor,,,12.3,12.3,0,0,0,0
aclnnAdd,,,10.82,10.82,1.58,1.58,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.65,13.13,0,0,0,0
empty_tensor,,,6.48,6.48,0,0,0,0
triton_kernel_add,,,20.26,20.26,1.38,1.38,0,0
aten::add,"1024;
1024;
",,25.9,49.44,0,1.6,0,0
empty_tensor,,,11.75,11.75,0,0,0,0
aclnnAdd,,,11.79,11.79,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.48,13.49,0,0,0,0
empty_tensor,,,7.01,7.01,0,0,0,0
triton_kernel_add,,,15.1,15.1,1.38,1.38,0,0
aten::add,"1024;
1024;
",,26.01,49.43,0,1.66,0,0
empty_tensor,,,11.61,11.61,0,0,0,0
aclnnAdd,,,11.81,11.81,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.19,14.16,0,0,0,0
empty_tensor,,,6.97,6.97,0,0,0,0
triton_kernel_add,,,16.5,16.5,1.36,1.36,0,0
aten::add,"1024;
1024;
",,25.51,48.52,0,1.84,0,0
empty_tensor,,,11.42,11.42,0,0,0,0
aclnnAdd,,,11.59,11.59,1.84,1.84,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.6,14.62,0,0,0,0
empty_tensor,,,7.02,7.02,0,0,0,0
triton_kernel_add,,,15.38,15.38,1.32,1.32,0,0
aten::add,"1024;
1024;
",,25.46,48.63,0,1.64,0,0
empty_tensor,,,11.59,11.59,0,0,0,0
aclnnAdd,,,11.58,11.58,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.13,14.72,0,0,0,0
empty_tensor,,,7.59,7.59,0,0,0,0
triton_kernel_add,,,19.77,19.77,1.3,1.3,0,0
aten::add,"1024;
1024;
",,26.47,49.83,0,1.56,0,0
