Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,96.56,122.28,0,39.2,0,0
empty_tensor,,,13.18,13.18,0,0,0,0
aclnnAdd,,,12.54,12.54,39.2,39.2,0,0
aten::empty_like,"1024;
;
;
;
;
",,13.9,24.39,0,0,0,0
empty_tensor,,,10.49,10.49,0,0,0,0
triton_kernel_add,,,15.56,15.56,1.656,1.656,0,0
aten::add,"1024;
1024;
",,85.73,109.03,0,36.4,0,0
empty_tensor,,,11.23,11.23,0,0,0,0
aclnnAdd,,,12.07,12.07,36.4,36.4,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.49,18.55,0,0,0,0
empty_tensor,,,10.06,10.06,0,0,0,0
triton_kernel_add,,,15.31,15.31,1.624,1.624,0,0
aten::add,"1024;
1024;
",,83.7,107.93,0,32.08,0,0
empty_tensor,,,10.94,10.94,0,0,0,0
aclnnAdd,,,13.29,13.29,32.08,32.08,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.87,17.76,0,0,0,0
empty_tensor,,,9.89,9.89,0,0,0,0
triton_kernel_add,,,14.93,14.93,1.584,1.584,0,0
aten::add,"1024;
1024;
",,84.08,107.98,0,32.864,0,0
empty_tensor,,,11.12,11.12,0,0,0,0
aclnnAdd,,,12.78,12.78,32.864,32.864,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.21,21.48,0,0,0,0
empty_tensor,,,10.27,10.27,0,0,0,0
triton_kernel_add,,,24.1,24.1,1.576,1.576,0,0
aten::add,"1024;
1024;
",,83.14,107.58,0,36.016,0,0
empty_tensor,,,11.31,11.31,0,0,0,0
aclnnAdd,,,13.13,13.13,36.016,36.016,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.86,17.95,0,0,0,0
empty_tensor,,,10.09,10.09,0,0,0,0
triton_kernel_add,,,14.33,14.33,1.584,1.584,0,0
aten::add,"1024;
1024;
",,84.59,106.99,0,28.2,0,0
empty_tensor,,,10.7,10.7,0,0,0,0
aclnnAdd,,,11.7,11.7,28.2,28.2,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.32,21.88,0,0,0,0
empty_tensor,,,9.56,9.56,0,0,0,0
triton_kernel_add,,,16.23,16.23,1.56,1.56,0,0
aten::add,"1024;
1024;
",,82.3,105.16,0,36.296,0,0
empty_tensor,,,10.68,10.68,0,0,0,0
aclnnAdd,,,12.18,12.18,36.296,36.296,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.88,17.53,0,0,0,0
empty_tensor,,,9.65,9.65,0,0,0,0
triton_kernel_add,,,15.08,15.08,1.656,1.656,0,0
aten::add,"1024;
1024;
",,83.34,108.19,0,31.664,0,0
empty_tensor,,,11.44,11.44,0,0,0,0
aclnnAdd,,,13.41,13.41,31.664,31.664,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.66,17.43,0,0,0,0
empty_tensor,,,9.77,9.77,0,0,0,0
triton_kernel_add,,,29.98,29.98,1.656,1.656,0,0
aten::add,"1024;
1024;
",,84.05,107.4,0,29.024,0,0
empty_tensor,,,11.04,11.04,0,0,0,0
aclnnAdd,,,12.31,12.31,29.024,29.024,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.01,21.96,0,0,0,0
empty_tensor,,,13.95,13.95,0,0,0,0
triton_kernel_add,,,16.87,16.87,1.584,1.584,0,0
aten::add,"1024;
1024;
",,83.17,106.89,0,31.4,0,0
empty_tensor,,,10.84,10.84,0,0,0,0
aclnnAdd,,,12.88,12.88,31.4,31.4,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.89,21.72,0,0,0,0
empty_tensor,,,9.83,9.83,0,0,0,0
triton_kernel_add,,,14.9,14.9,1.616,1.616,0,0
aten::add,"1024;
1024;
",,83.92,114.19,0,38.32,0,0
empty_tensor,,,10.73,10.73,0,0,0,0
aclnnAdd,,,19.54,19.54,38.32,38.32,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.38,18.05,0,0,0,0
empty_tensor,,,9.67,9.67,0,0,0,0
triton_kernel_add,,,14.78,14.78,1.664,1.664,0,0
aten::add,"1024;
1024;
",,84.88,115.54,0,30.12,0,0
empty_tensor,,,11.08,11.08,0,0,0,0
aclnnAdd,,,19.58,19.58,30.12,30.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.46,17.48,0,0,0,0
empty_tensor,,,10.02,10.02,0,0,0,0
triton_kernel_add,,,15.42,15.42,1.624,1.624,0,0
aten::add,"1024;
1024;
",,84.2,107.7,0,34.44,0,0
empty_tensor,,,11.06,11.06,0,0,0,0
aclnnAdd,,,12.44,12.44,34.44,34.44,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.62,16.83,0,0,0,0
empty_tensor,,,9.21,9.21,0,0,0,0
triton_kernel_add,,,14.76,14.76,1.64,1.64,0,0
aten::add,"1024;
1024;
",,82.36,106.03,0,33.144,0,0
