Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::__or__,"1024;
1024",,8.75,60.71,0,2.016,0,0
aten::bitwise_or,"1024;
1024",,27.16,51.96,0,2.016,0,0
empty_tensor,,,12.7,12.7,0,0,0,0
aclnnBitwiseOrTensor,,,12.1,12.1,2.016,2.016,0,0
aten::empty_like,"1024;
;
;
;
;
",,9.23,15.76,0,0,0,0
empty_tensor,,,6.53,6.53,0,0,0,0
triton_kernel_or,,,18.28,18.28,1.456,1.456,0,0
aten::__or__,"1024;
1024",,5.08,50.02,0,2.016,0,0
aten::bitwise_or,"1024;
1024",,22.22,44.94,0,2.016,0,0
empty_tensor,,,11.56,11.56,0,0,0,0
aclnnBitwiseOrTensor,,,11.16,11.16,2.016,2.016,0,0
aten::empty_like,"1024;
;
;
;
;
",,9.38,16.52,0,0,0,0
empty_tensor,,,7.14,7.14,0,0,0,0
triton_kernel_or,,,24.85,24.85,1.48,1.48,0,0
aten::__or__,"1024;
1024",,4.12,48.0,0,2.0,0,0
aten::bitwise_or,"1024;
1024",,21.46,43.88,0,2.0,0,0
empty_tensor,,,11.55,11.55,0,0,0,0
aclnnBitwiseOrTensor,,,10.87,10.87,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.4,14.13,0,0,0,0
empty_tensor,,,6.73,6.73,0,0,0,0
triton_kernel_or,,,14.77,14.77,1.504,1.504,0,0
aten::__or__,"1024;
1024",,4.59,46.86,0,1.944,0,0
aten::bitwise_or,"1024;
1024",,21.01,42.27,0,1.944,0,0
empty_tensor,,,11.19,11.19,0,0,0,0
aclnnBitwiseOrTensor,,,10.07,10.07,1.944,1.944,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.87,18.58,0,0,0,0
empty_tensor,,,6.71,6.71,0,0,0,0
triton_kernel_or,,,14.4,14.4,1.36,1.36,0,0
aten::__or__,"1024;
1024",,4.12,46.37,0,2.0,0,0
aten::bitwise_or,"1024;
1024",,21.52,42.25,0,2.0,0,0
empty_tensor,,,10.75,10.75,0,0,0,0
aclnnBitwiseOrTensor,,,9.98,9.98,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.22,13.12,0,0,0,0
empty_tensor,,,5.9,5.9,0,0,0,0
triton_kernel_or,,,14.38,14.38,1.376,1.376,0,0
aten::__or__,"1024;
1024",,4.48,49.63,0,2.064,0,0
aten::bitwise_or,"1024;
1024",,21.8,45.15,0,2.064,0,0
empty_tensor,,,11.59,11.59,0,0,0,0
aclnnBitwiseOrTensor,,,11.76,11.76,2.064,2.064,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.95,18.5,0,0,0,0
empty_tensor,,,6.55,6.55,0,0,0,0
triton_kernel_or,,,21.57,21.57,1.52,1.52,0,0
aten::__or__,"1024;
1024",,4.16,47.13,0,2.144,0,0
aten::bitwise_or,"1024;
1024",,21.42,42.97,0,2.144,0,0
empty_tensor,,,10.9,10.9,0,0,0,0
aclnnBitwiseOrTensor,,,10.65,10.65,2.144,2.144,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.45,13.16,0,0,0,0
empty_tensor,,,5.71,5.71,0,0,0,0
triton_kernel_or,,,13.94,13.94,1.416,1.416,0,0
aten::__or__,"1024;
1024",,4.44,46.0,0,1.64,0,0
aten::bitwise_or,"1024;
1024",,21.5,41.56,0,1.64,0,0
empty_tensor,,,10.01,10.01,0,0,0,0
aclnnBitwiseOrTensor,,,10.05,10.05,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.92,12.79,0,0,0,0
empty_tensor,,,5.87,5.87,0,0,0,0
triton_kernel_or,,,14.33,14.33,1.336,1.336,0,0
aten::__or__,"1024;
1024",,4.25,46.47,0,1.64,0,0
aten::bitwise_or,"1024;
1024",,21.07,42.22,0,1.64,0,0
empty_tensor,,,10.41,10.41,0,0,0,0
aclnnBitwiseOrTensor,,,10.74,10.74,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.49,13.32,0,0,0,0
empty_tensor,,,5.83,5.83,0,0,0,0
triton_kernel_or,,,14.08,14.08,1.344,1.344,0,0
aten::__or__,"1024;
1024",,4.11,47.27,0,1.664,0,0
aten::bitwise_or,"1024;
1024",,21.81,43.16,0,1.664,0,0
empty_tensor,,,10.64,10.64,0,0,0,0
aclnnBitwiseOrTensor,,,10.71,10.71,1.664,1.664,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.23,13.97,0,0,0,0
empty_tensor,,,6.74,6.74,0,0,0,0
triton_kernel_or,,,27.38,27.38,1.36,1.36,0,0
aten::__or__,"1024;
1024",,4.48,46.66,0,1.68,0,0
aten::bitwise_or,"1024;
1024",,21.62,42.18,0,1.68,0,0
empty_tensor,,,10.02,10.02,0,0,0,0
aclnnBitwiseOrTensor,,,10.54,10.54,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.02,12.37,0,0,0,0
empty_tensor,,,5.35,5.35,0,0,0,0
triton_kernel_or,,,14.35,14.35,1.384,1.384,0,0
aten::__or__,"1024;
1024",,4.43,47.9,0,1.736,0,0
aten::bitwise_or,"1024;
1024",,22.47,43.47,0,1.736,0,0
empty_tensor,,,11.24,11.24,0,0,0,0
aclnnBitwiseOrTensor,,,9.76,9.76,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.59,12.19,0,0,0,0
empty_tensor,,,5.6,5.6,0,0,0,0
triton_kernel_or,,,14.73,14.73,1.32,1.32,0,0
aten::__or__,"1024;
1024",,4.28,46.63,0,1.616,0,0
aten::bitwise_or,"1024;
1024",,21.5,42.35,0,1.616,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnBitwiseOrTensor,,,10.08,10.08,1.616,1.616,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.09,13.54,0,0,0,0
empty_tensor,,,6.45,6.45,0,0,0,0
triton_kernel_or,,,13.72,13.72,1.32,1.32,0,0
aten::__or__,"1024;
1024",,4.19,46.1,0,1.8,0,0
aten::bitwise_or,"1024;
1024",,21.09,41.91,0,1.8,0,0
empty_tensor,,,10.57,10.57,0,0,0,0
aclnnBitwiseOrTensor,,,10.25,10.25,1.8,1.8,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.72,12.61,0,0,0,0
empty_tensor,,,5.89,5.89,0,0,0,0
triton_kernel_or,,,27.46,27.46,1.344,1.344,0,0
aten::__or__,"1024;
1024",,4.41,46.23,0,1.696,0,0
aten::bitwise_or,"1024;
1024",,21.27,41.82,0,1.696,0,0
empty_tensor,,,10.22,10.22,0,0,0,0
aclnnBitwiseOrTensor,,,10.33,10.33,1.696,1.696,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.44,13.54,0,0,0,0
empty_tensor,,,6.1,6.1,0,0,0,0
triton_kernel_or,,,14.04,14.04,1.36,1.36,0,0
aten::__or__,"1024;
1024",,4.7,47.25,0,1.72,0,0
aten::bitwise_or,"1024;
1024",,21.77,42.55,0,1.72,0,0
empty_tensor,,,10.78,10.78,0,0,0,0
