Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,118.21,144.99,0,38.12,0,0
empty_tensor,,,12.37,12.37,0,0,0,0
aclnnAdd,,,14.41,14.41,38.12,38.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,9.66,18.99,0,0,0,0
empty_tensor,,,9.33,9.33,0,0,0,0
triton_kernel_add,,,19.7,19.7,1.68,1.68,0,0
aten::add,"1024;
1024;
",,85.7,110.39,0,36.76,0,0
empty_tensor,,,9.92,9.92,0,0,0,0
aclnnAdd,,,14.77,14.77,36.76,36.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.39,18.18,0,0,0,0
empty_tensor,,,9.79,9.79,0,0,0,0
triton_kernel_add,,,31.35,31.35,1.696,1.696,0,0
aten::add,"1024;
1024;
",,87.33,111.72,0,33.28,0,0
empty_tensor,,,10.4,10.4,0,0,0,0
aclnnAdd,,,13.99,13.99,33.28,33.28,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.39,21.28,0,0,0,0
empty_tensor,,,8.89,8.89,0,0,0,0
triton_kernel_add,,,16.57,16.57,1.72,1.72,0,0
aten::add,"1024;
1024;
",,85.56,110.08,0,35.36,0,0
empty_tensor,,,10.48,10.48,0,0,0,0
aclnnAdd,,,14.04,14.04,35.36,35.36,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.01,21.51,0,0,0,0
empty_tensor,,,9.5,9.5,0,0,0,0
triton_kernel_add,,,16.91,16.91,1.736,1.736,0,0
aten::add,"1024;
1024;
",,85.56,110.91,0,33.68,0,0
empty_tensor,,,10.26,10.26,0,0,0,0
aclnnAdd,,,15.09,15.09,33.68,33.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.98,16.74,0,0,0,0
empty_tensor,,,8.76,8.76,0,0,0,0
triton_kernel_add,,,17.9,17.9,1.68,1.68,0,0
aten::add,"1024;
1024;
",,84.96,115.92,0,34.64,0,0
empty_tensor,,,9.76,9.76,0,0,0,0
aclnnAdd,,,21.2,21.2,34.64,34.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.44,18.5,0,0,0,0
empty_tensor,,,10.06,10.06,0,0,0,0
triton_kernel_add,,,16.4,16.4,1.736,1.736,0,0
aten::add,"1024;
1024;
",,86.36,111.01,0,33.264,0,0
empty_tensor,,,10.5,10.5,0,0,0,0
aclnnAdd,,,14.15,14.15,33.264,33.264,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.99,21.54,0,0,0,0
empty_tensor,,,9.55,9.55,0,0,0,0
triton_kernel_add,,,18.45,18.45,1.664,1.664,0,0
aten::add,"1024;
1024;
",,84.71,112.45,0,29.92,0,0
empty_tensor,,,10.32,10.32,0,0,0,0
aclnnAdd,,,17.42,17.42,29.92,29.92,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.07,17.46,0,0,0,0
empty_tensor,,,9.39,9.39,0,0,0,0
triton_kernel_add,,,17.23,17.23,1.76,1.76,0,0
aten::add,"1024;
1024;
",,84.98,111.52,0,30.816,0,0
empty_tensor,,,13.23,13.23,0,0,0,0
aclnnAdd,,,13.31,13.31,30.816,30.816,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.16,17.62,0,0,0,0
empty_tensor,,,9.46,9.46,0,0,0,0
triton_kernel_add,,,25.12,25.12,1.696,1.696,0,0
aten::add,"1024;
1024;
",,86.17,110.28,0,34.72,0,0
empty_tensor,,,10.24,10.24,0,0,0,0
aclnnAdd,,,13.87,13.87,34.72,34.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.68,17.23,0,0,0,0
empty_tensor,,,9.55,9.55,0,0,0,0
triton_kernel_add,,,17.05,17.05,1.704,1.704,0,0
aten::add,"1024;
1024;
",,85.0,108.31,0,33.68,0,0
empty_tensor,,,10.13,10.13,0,0,0,0
aclnnAdd,,,13.18,13.18,33.68,33.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.61,16.84,0,0,0,0
empty_tensor,,,9.23,9.23,0,0,0,0
triton_kernel_add,,,20.87,20.87,1.68,1.68,0,0
aten::add,"1024;
1024;
",,83.46,107.19,0,35.496,0,0
empty_tensor,,,10.55,10.55,0,0,0,0
aclnnAdd,,,13.18,13.18,35.496,35.496,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.87,17.03,0,0,0,0
empty_tensor,,,9.16,9.16,0,0,0,0
triton_kernel_add,,,20.72,20.72,1.704,1.704,0,0
aten::add,"1024;
1024;
",,84.38,108.56,0,32.856,0,0
empty_tensor,,,10.2,10.2,0,0,0,0
aclnnAdd,,,13.98,13.98,32.856,32.856,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.97,16.99,0,0,0,0
empty_tensor,,,9.02,9.02,0,0,0,0
triton_kernel_add,,,32.43,32.43,1.736,1.736,0,0
aten::add,"1024;
1024;
",,85.47,110.16,0,28.48,0,0
empty_tensor,,,10.44,10.44,0,0,0,0
aclnnAdd,,,14.25,14.25,28.48,28.48,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.97,17.74,0,0,0,0
empty_tensor,,,9.77,9.77,0,0,0,0
triton_kernel_add,,,17.01,17.01,1.76,1.76,0,0
aten::add,"1024;
1024;
",,85.33,110.07,0,28.064,0,0
empty_tensor,,,9.94,9.94,0,0,0,0
aclnnAdd,,,14.8,14.8,28.064,28.064,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.31,18.14,0,0,0,0
empty_tensor,,,9.83,9.83,0,0,0,0
triton_kernel_add,,,16.93,16.93,1.736,1.736,0,0
aten::add,"1024;
1024;
",,85.67,108.33,0,33.544,0,0
empty_tensor,,,10.11,10.11,0,0,0,0
aclnnAdd,,,12.55,12.55,33.544,33.544,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.92,17.09,0,0,0,0
empty_tensor,,,9.17,9.17,0,0,0,0
triton_kernel_add,,,17.08,17.08,1.776,1.776,0,0
aten::add,"1024;
1024;
",,84.18,107.44,0,32.744,0,0
empty_tensor,,,9.78,9.78,0,0,0,0
aclnnAdd,,,13.48,13.48,32.744,32.744,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.42,18.19,0,0,0,0
empty_tensor,,,9.77,9.77,0,0,0,0
triton_kernel_add,,,48.71,48.71,1.68,1.68,0,0
