Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,33.17,59.78,0,2.02,0,0
empty_tensor,,,15.14,15.14,0,0,0,0
aclnnAdd,,,11.47,11.47,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.32,15.13,0,0,0,0
empty_tensor,,,6.81,6.81,0,0,0,0
triton_kernel_add,,,15.48,15.48,1.6,1.6,0,0
aten::add,"1024;
1024;
",,22.74,43.94,0,2.08,0,0
empty_tensor,,,10.84,10.84,0,0,0,0
aclnnAdd,,,10.36,10.36,2.08,2.08,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.93,13.19,0,0,0,0
empty_tensor,,,6.26,6.26,0,0,0,0
triton_kernel_add,,,27.87,27.87,1.66,1.66,0,0
aten::add,"1024;
1024;
",,22.86,42.98,0,2.24,0,0
empty_tensor,,,10.07,10.07,0,0,0,0
aclnnAdd,,,10.05,10.05,2.24,2.24,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.28,12.9,0,0,0,0
empty_tensor,,,5.62,5.62,0,0,0,0
triton_kernel_add,,,14.31,14.31,1.6,1.6,0,0
aten::add,"1024;
1024;
",,23.02,42.44,0,2.12,0,0
empty_tensor,,,9.64,9.64,0,0,0,0
aclnnAdd,,,9.78,9.78,2.12,2.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.92,17.53,0,0,0,0
empty_tensor,,,6.61,6.61,0,0,0,0
triton_kernel_add,,,14.52,14.52,1.6,1.6,0,0
aten::add,"1024;
1024;
",,23.89,44.1,0,2.0,0,0
empty_tensor,,,10.05,10.05,0,0,0,0
aclnnAdd,,,10.16,10.16,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.78,12.82,0,0,0,0
empty_tensor,,,6.04,6.04,0,0,0,0
triton_kernel_add,,,14.37,14.37,1.58,1.58,0,0
aten::add,"1024;
1024;
",,22.53,44.38,0,1.7,0,0
empty_tensor,,,10.8,10.8,0,0,0,0
aclnnAdd,,,11.05,11.05,1.7,1.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.48,17.18,0,0,0,0
empty_tensor,,,6.7,6.7,0,0,0,0
triton_kernel_add,,,25.37,25.37,1.5,1.5,0,0
aten::add,"1024;
1024;
",,23.07,43.48,0,2.12,0,0
empty_tensor,,,10.28,10.28,0,0,0,0
aclnnAdd,,,10.13,10.13,2.12,2.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,9.7,16.2,0,0,0,0
empty_tensor,,,6.5,6.5,0,0,0,0
triton_kernel_add,,,26.49,26.49,1.6,1.6,0,0
aten::add,"1024;
1024;
",,22.87,44.22,0,1.78,0,0
empty_tensor,,,9.94,9.94,0,0,0,0
aclnnAdd,,,11.41,11.41,1.78,1.78,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.54,13.07,0,0,0,0
empty_tensor,,,6.53,6.53,0,0,0,0
triton_kernel_add,,,14.36,14.36,1.54,1.54,0,0
aten::add,"1024;
1024;
",,23.72,44.39,0,1.76,0,0
empty_tensor,,,9.53,9.53,0,0,0,0
aclnnAdd,,,11.14,11.14,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.41,12.35,0,0,0,0
empty_tensor,,,5.94,5.94,0,0,0,0
triton_kernel_add,,,20.78,20.78,1.56,1.56,0,0
aten::add,"1024;
1024;
",,22.93,43.0,0,1.64,0,0
empty_tensor,,,10.34,10.34,0,0,0,0
aclnnAdd,,,9.73,9.73,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.63,12.58,0,0,0,0
empty_tensor,,,5.95,5.95,0,0,0,0
triton_kernel_add,,,14.33,14.33,1.42,1.42,0,0
aten::add,"1024;
1024;
",,22.63,43.43,0,1.66,0,0
empty_tensor,,,10.18,10.18,0,0,0,0
aclnnAdd,,,10.62,10.62,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.42,12.71,0,0,0,0
empty_tensor,,,6.29,6.29,0,0,0,0
triton_kernel_add,,,13.72,13.72,1.42,1.42,0,0
aten::add,"1024;
1024;
",,22.63,43.16,0,1.64,0,0
empty_tensor,,,10.06,10.06,0,0,0,0
aclnnAdd,,,10.47,10.47,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.71,13.01,0,0,0,0
empty_tensor,,,6.3,6.3,0,0,0,0
triton_kernel_add,,,13.91,13.91,1.42,1.42,0,0
aten::add,"1024;
1024;
",,22.33,41.24,0,1.68,0,0
empty_tensor,,,9.54,9.54,0,0,0,0
aclnnAdd,,,9.37,9.37,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.99,13.25,0,0,0,0
empty_tensor,,,6.26,6.26,0,0,0,0
triton_kernel_add,,,21.42,21.42,1.46,1.46,0,0
aten::add,"1024;
1024;
",,21.78,42.82,0,1.7,0,0
empty_tensor,,,9.86,9.86,0,0,0,0
aclnnAdd,,,11.18,11.18,1.7,1.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.68,13.46,0,0,0,0
empty_tensor,,,6.78,6.78,0,0,0,0
triton_kernel_add,,,13.48,13.48,1.48,1.48,0,0
aten::add,"1024;
1024;
",,22.4,42.08,0,1.7,0,0
empty_tensor,,,9.61,9.61,0,0,0,0
aclnnAdd,,,10.07,10.07,1.7,1.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.49,11.86,0,0,0,0
empty_tensor,,,5.37,5.37,0,0,0,0
triton_kernel_add,,,14.83,14.83,1.48,1.48,0,0
aten::add,"1024;
1024;
",,21.61,42.79,0,1.62,0,0
empty_tensor,,,10.15,10.15,0,0,0,0
aclnnAdd,,,11.03,11.03,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.69,12.97,0,0,0,0
empty_tensor,,,6.28,6.28,0,0,0,0
triton_kernel_add,,,14.81,14.81,1.42,1.42,0,0
aten::add,"1024;
1024;
",,21.91,41.25,0,1.6,0,0
empty_tensor,,,9.63,9.63,0,0,0,0
aclnnAdd,,,9.71,9.71,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.89,13.32,0,0,0,0
empty_tensor,,,6.43,6.43,0,0,0,0
triton_kernel_add,,,25.17,25.17,1.42,1.42,0,0
aten::add,"1024;
1024;
",,22.72,43.4,0,1.7,0,0
empty_tensor,,,10.34,10.34,0,0,0,0
aclnnAdd,,,10.34,10.34,1.7,1.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.23,13.68,0,0,0,0
empty_tensor,,,6.45,6.45,0,0,0,0
triton_kernel_add,,,13.72,13.72,1.48,1.48,0,0
aten::add,"1024;
1024;
",,23.47,44.44,0,1.64,0,0
empty_tensor,,,10.2,10.2,0,0,0,0
aclnnAdd,,,10.77,10.77,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.31,12.89,0,0,0,0
empty_tensor,,,6.58,6.58,0,0,0,0
triton_kernel_add,,,15.12,15.12,1.44,1.44,0,0
aten::add,"1024;
1024;
",,22.48,42.97,0,1.64,0,0
empty_tensor,,,9.86,9.86,0,0,0,0
aclnnAdd,,,10.63,10.63,1.64,1.64,0,0
