Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,36.01,62.86,0,2.7,0,0
empty_tensor,,,13.36,13.36,0,0,0,0
aclnnAdd,,,13.49,13.49,2.7,2.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.97,13.72,0,0,0,0
empty_tensor,,,6.75,6.75,0,0,0,0
triton_kernel_add,,,16.71,16.71,21.44,21.44,0,0
aten::add,"1024;
1024;
",,24.62,47.86,0,2.64,0,0
empty_tensor,,,11.12,11.12,0,0,0,0
aclnnAdd,,,12.12,12.12,2.64,2.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.07,13.51,0,0,0,0
empty_tensor,,,6.44,6.44,0,0,0,0
triton_kernel_add,,,16.16,16.16,21.42,21.42,0,0
aten::add,"1024;
1024;
",,24.17,46.68,0,2.44,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnAdd,,,11.53,11.53,2.44,2.44,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.39,17.71,0,0,0,0
empty_tensor,,,7.32,7.32,0,0,0,0
triton_kernel_add,,,16.57,16.57,21.4,21.4,0,0
aten::add,"1024;
1024;
",,23.78,51.59,0,2.46,0,0
empty_tensor,,,11.1,11.1,0,0,0,0
aclnnAdd,,,16.71,16.71,2.46,2.46,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.28,15.93,0,0,0,0
empty_tensor,,,8.65,8.65,0,0,0,0
triton_kernel_add,,,15.68,15.68,21.48,21.48,0,0
aten::add,"1024;
1024;
",,24.11,46.97,0,2.66,0,0
empty_tensor,,,10.86,10.86,0,0,0,0
aclnnAdd,,,12.0,12.0,2.66,2.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.64,12.96,0,0,0,0
empty_tensor,,,6.32,6.32,0,0,0,0
triton_kernel_add,,,16.12,16.12,21.4,21.4,0,0
aten::add,"1024;
1024;
",,23.04,45.88,0,2.58,0,0
empty_tensor,,,10.29,10.29,0,0,0,0
