Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,37.84,67.34,0,2.0,0,0
empty_tensor,,,17.03,17.03,0,0,0,0
aclnnAdd,,,12.47,12.47,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.25,15.12,0,0,0,0
empty_tensor,,,7.87,7.87,0,0,0,0
triton_kernel_add,,,19.74,19.74,1.56,1.56,0,0
aten::add,"1024;
1024;
",,24.51,48.33,0,2.016,0,0
empty_tensor,,,11.21,11.21,0,0,0,0
aclnnAdd,,,12.61,12.61,2.016,2.016,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.64,14.32,0,0,0,0
empty_tensor,,,6.68,6.68,0,0,0,0
triton_kernel_add,,,16.38,16.38,1.544,1.544,0,0
aten::add,"1024;
1024;
",,24.17,46.43,0,2.0,0,0
empty_tensor,,,10.87,10.87,0,0,0,0
aclnnAdd,,,11.39,11.39,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.32,13.85,0,0,0,0
empty_tensor,,,7.53,7.53,0,0,0,0
triton_kernel_add,,,15.44,15.44,1.52,1.52,0,0
aten::add,"1024;
1024;
",,23.45,44.98,0,2.04,0,0
empty_tensor,,,10.2,10.2,0,0,0,0
aclnnAdd,,,11.33,11.33,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.74,13.38,0,0,0,0
empty_tensor,,,6.64,6.64,0,0,0,0
triton_kernel_add,,,31.04,31.04,1.56,1.56,0,0
aten::add,"1024;
1024;
",,23.65,45.12,0,1.976,0,0
empty_tensor,,,10.76,10.76,0,0,0,0
aclnnAdd,,,10.71,10.71,1.976,1.976,0,0
aten::empty_like,"1024;
;
;
;
;
",,9.85,17.1,0,0,0,0
empty_tensor,,,7.25,7.25,0,0,0,0
triton_kernel_add,,,19.8,19.8,1.56,1.56,0,0
aten::add,"1024;
1024;
",,24.18,46.56,0,1.704,0,0
empty_tensor,,,10.38,10.38,0,0,0,0
