Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::__or__,"1024;
1024",,8.79,67.69,0,2.22,0,0
aten::bitwise_or,"1024;
1024",,26.02,58.9,0,2.22,0,0
empty_tensor,,,13.48,13.48,0,0,0,0
aclnnBitwiseOrTensor,,,19.4,19.4,2.22,2.22,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.98,16.76,0,0,0,0
empty_tensor,,,7.78,7.78,0,0,0,0
triton_kernel_or,,,15.94,15.94,1.58,1.58,0,0
aten::__or__,"1024;
1024",,5.62,51.21,0,2.1,0,0
aten::bitwise_or,"1024;
1024",,22.8,45.59,0,2.1,0,0
empty_tensor,,,11.89,11.89,0,0,0,0
aclnnBitwiseOrTensor,,,10.9,10.9,2.1,2.1,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.67,13.78,0,0,0,0
empty_tensor,,,6.11,6.11,0,0,0,0
triton_kernel_or,,,15.39,15.39,1.42,1.42,0,0
aten::__or__,"1024;
1024",,4.21,46.6,0,2.02,0,0
aten::bitwise_or,"1024;
1024",,21.84,42.39,0,2.02,0,0
empty_tensor,,,10.42,10.42,0,0,0,0
aclnnBitwiseOrTensor,,,10.13,10.13,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.39,13.95,0,0,0,0
empty_tensor,,,6.56,6.56,0,0,0,0
triton_kernel_or,,,20.24,20.24,1.42,1.42,0,0
aten::__or__,"1024;
1024",,4.53,47.91,0,2.1,0,0
aten::bitwise_or,"1024;
1024",,22.2,43.38,0,2.1,0,0
empty_tensor,,,10.73,10.73,0,0,0,0
aclnnBitwiseOrTensor,,,10.45,10.45,2.1,2.1,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.92,13.2,0,0,0,0
empty_tensor,,,6.28,6.28,0,0,0,0
triton_kernel_or,,,22.48,22.48,1.46,1.46,0,0
aten::__or__,"1024;
1024",,3.87,48.57,0,2.14,0,0
aten::bitwise_or,"1024;
1024",,22.11,44.7,0,2.14,0,0
empty_tensor,,,10.72,10.72,0,0,0,0
aclnnBitwiseOrTensor,,,11.87,11.87,2.14,2.14,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.78,18.86,0,0,0,0
empty_tensor,,,7.08,7.08,0,0,0,0
triton_kernel_or,,,13.59,13.59,1.48,1.48,0,0
aten::__or__,"1024;
1024",,4.58,48.86,0,2.08,0,0
aten::bitwise_or,"1024;
1024",,22.14,44.28,0,2.08,0,0
empty_tensor,,,10.21,10.21,0,0,0,0
aclnnBitwiseOrTensor,,,11.93,11.93,2.08,2.08,0,0
aten::empty_like,"1024;
;
;
;
;
",,14.13,20.95,0,0,0,0
empty_tensor,,,6.82,6.82,0,0,0,0
triton_kernel_or,,,14.99,14.99,1.52,1.52,0,0
aten::__or__,"1024;
1024",,3.79,52.85,0,2.12,0,0
aten::bitwise_or,"1024;
1024",,22.76,49.06,0,2.12,0,0
empty_tensor,,,10.81,10.81,0,0,0,0
aclnnBitwiseOrTensor,,,15.49,15.49,2.12,2.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.1,14.03,0,0,0,0
empty_tensor,,,6.93,6.93,0,0,0,0
triton_kernel_or,,,15.29,15.29,1.56,1.56,0,0
aten::__or__,"1024;
1024",,4.49,54.74,0,1.6,0,0
aten::bitwise_or,"1024;
1024",,22.31,50.25,0,1.6,0,0
empty_tensor,,,17.0,17.0,0,0,0,0
aclnnBitwiseOrTensor,,,10.94,10.94,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.78,13.76,0,0,0,0
empty_tensor,,,6.98,6.98,0,0,0,0
triton_kernel_or,,,20.73,20.73,1.3,1.3,0,0
aten::__or__,"1024;
1024",,9.57,53.33,0,1.62,0,0
aten::bitwise_or,"1024;
1024",,21.51,43.76,0,1.62,0,0
empty_tensor,,,10.75,10.75,0,0,0,0
aclnnBitwiseOrTensor,,,11.5,11.5,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.23,15.19,0,0,0,0
empty_tensor,,,6.96,6.96,0,0,0,0
triton_kernel_or,,,19.35,19.35,1.34,1.34,0,0
