Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::add,"1024;
1024;
",,66.45,101.5,0,2.24,0,0
empty_tensor,,,19.19,19.19,0,0,0,0
aclnnAdd,,,15.86,15.86,2.24,2.24,0,0
aten::empty_like,"1024;
;
;
;
;
",,25.56,48.64,0,0,0,0
empty_tensor,,,23.08,23.08,0,0,0,0
triton_kernel_add,,,47.34,47.34,1.664,1.664,0,0
aten::add,"1024;
1024;
",,26.06,51.24,0,2.24,0,0
empty_tensor,,,12.15,12.15,0,0,0,0
aclnnAdd,,,13.03,13.03,2.24,2.24,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.85,17.52,0,0,0,0
empty_tensor,,,6.67,6.67,0,0,0,0
triton_kernel_add,,,17.6,17.6,1.68,1.68,0,0
aten::add,"1024;
1024;
",,25.66,48.91,0,2.24,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnAdd,,,12.27,12.27,2.24,2.24,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.45,12.75,0,0,0,0
empty_tensor,,,6.3,6.3,0,0,0,0
triton_kernel_add,,,24.99,24.99,1.696,1.696,0,0
aten::add,"1024;
1024;
",,23.42,47.0,0,2.32,0,0
empty_tensor,,,11.27,11.27,0,0,0,0
aclnnAdd,,,12.31,12.31,2.32,2.32,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.37,17.12,0,0,0,0
empty_tensor,,,6.75,6.75,0,0,0,0
triton_kernel_add,,,15.92,15.92,1.736,1.736,0,0
aten::add,"1024;
1024;
",,24.36,48.01,0,2.32,0,0
empty_tensor,,,10.99,10.99,0,0,0,0
aclnnAdd,,,12.66,12.66,2.32,2.32,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.53,13.47,0,0,0,0
empty_tensor,,,6.94,6.94,0,0,0,0
triton_kernel_add,,,22.22,22.22,1.776,1.776,0,0
aten::add,"1024;
1024;
",,24.0,46.37,0,1.736,0,0
empty_tensor,,,10.3,10.3,0,0,0,0
aclnnAdd,,,12.07,12.07,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,30.53,39.12,0,0,0,0
empty_tensor,,,8.59,8.59,0,0,0,0
triton_kernel_add,,,21.85,21.85,1.464,1.464,0,0
aten::add,"1024;
1024;
",,24.52,48.8,0,2.2,0,0
empty_tensor,,,10.88,10.88,0,0,0,0
aclnnAdd,,,13.4,13.4,2.2,2.2,0,0
aten::empty_like,"1024;
;
;
;
;
",,39.69,48.14,0,0,0,0
empty_tensor,,,8.45,8.45,0,0,0,0
triton_kernel_add,,,26.19,26.19,1.6,1.6,0,0
aten::add,"1024;
1024;
",,24.54,48.29,0,1.784,0,0
empty_tensor,,,11.05,11.05,0,0,0,0
aclnnAdd,,,12.7,12.7,1.784,1.784,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.49,12.92,0,0,0,0
empty_tensor,,,6.43,6.43,0,0,0,0
triton_kernel_add,,,21.95,21.95,1.52,1.52,0,0
aten::add,"1024;
1024;
",,24.74,48.72,0,1.904,0,0
empty_tensor,,,11.07,11.07,0,0,0,0
aclnnAdd,,,12.91,12.91,1.904,1.904,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.72,19.16,0,0,0,0
empty_tensor,,,12.44,12.44,0,0,0,0
triton_kernel_add,,,16.23,16.23,1.624,1.624,0,0
aten::add,"1024;
1024;
",,24.19,45.86,0,1.904,0,0
empty_tensor,,,10.76,10.76,0,0,0,0
aclnnAdd,,,10.91,10.91,1.904,1.904,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.49,19.28,0,0,0,0
empty_tensor,,,7.79,7.79,0,0,0,0
triton_kernel_add,,,15.98,15.98,1.536,1.536,0,0
aten::add,"1024;
1024;
",,24.35,47.87,0,1.664,0,0
empty_tensor,,,10.92,10.92,0,0,0,0
aclnnAdd,,,12.6,12.6,1.664,1.664,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.73,19.64,0,0,0,0
empty_tensor,,,7.91,7.91,0,0,0,0
triton_kernel_add,,,26.2,26.2,1.44,1.44,0,0
aten::add,"1024;
1024;
",,23.49,52.65,0,1.72,0,0
empty_tensor,,,10.79,10.79,0,0,0,0
aclnnAdd,,,18.37,18.37,1.72,1.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.99,14.05,0,0,0,0
empty_tensor,,,7.06,7.06,0,0,0,0
